"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
118,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","DUND",1,2,2,"TIBIO",113,1,-1807.62268666265,,1807.62268666265,,113,,0.20426136359288
119,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","INVE",1,2,2,"TIBIO",113,1,-2031.63222694248,,2031.63222694248,,113,,0.2295744416445
120,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","OBAN",1,2,2,"TIBIO",110,1,-2375.0622240204,,2375.0622240204,,110,,0.261256844642244
121,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","KAIK",1,2,2,"TIBIO",113,1,94.3123404777699,,94.3123404777699,,113,,0.010657294473988
122,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","NELN",1,2,2,"TIBIO",112,1,-313.315355457771,,313.315355457771,,112,,0.0350913198112703
123,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","AUCK",1,2,2,"TIBIO",112,1,-712.18721847199,,712.18721847199,,112,,0.0797649684688628
124,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","NEWP",1,2,2,"TIBIO",112,1,-940.718889802021,,940.718889802021,,112,,0.105360515657826
125,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","WELL",1,2,2,"TIBIO",113,1,-1181.69374004002,,1181.69374004002,,113,,0.133531392624523
126,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","DUND",1,2,2,"TIBIO",113,1,-1517.44726345034,,1517.44726345034,,113,,0.171471540769889
127,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","INVE",1,2,2,"TIBIO",113,1,-1749.85695388355,,1749.85695388355,,113,,0.197733835788842
128,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","CHCH","OBAN",1,2,2,"TIBIO",110,1,-2093.74582538929,,2093.74582538929,,110,,0.230312040792822
129,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","NELN",1,2,2,"TIBIO",112,1,-95.1544149463214,,95.1544149463214,,112,,0.010657294473988
130,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","AUCK",1,2,2,"TIBIO",112,1,-501.38484669401,,501.38484669401,,112,,0.0561551028297291
131,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","NEWP",1,2,2,"TIBIO",112,1,-736.794854357173,,736.794854357173,,112,,0.0825210236880034
132,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","WELL",1,2,2,"TIBIO",113,1,-985.960950184988,,985.960950184988,,113,,0.111413587370904
133,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","DUND",1,2,2,"TIBIO",113,1,-1327.70981886743,,1327.70981886743,,113,,0.15003120953202
134,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","INVE",1,2,2,"TIBIO",113,1,-1565.75847928388,,1565.75847928388,,113,,0.176930708159078
135,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","KAIK","OBAN",1,2,2,"TIBIO",110,1,-1910.08484977548,,1910.08484977548,,110,,0.210109333475303
136,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","AUCK",1,2,2,"TIBIO",112,1,-96.1794373384926,,96.1794373384926,,112,,0.0107720969819112
137,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","NEWP",1,2,2,"TIBIO",112,1,-345.26018892102,,345.26018892102,,112,,0.0386691411591542
138,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","WELL",1,2,2,"TIBIO",113,1,-610.55638484028,,610.55638484028,,113,,0.0689928714869517
139,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","DUND",1,2,2,"TIBIO",113,1,-964.169768040308,,964.169768040308,,113,,0.108951183788555
140,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","INVE",1,2,2,"TIBIO",113,1,-1213.35587586201,,1213.35587586201,,113,,0.137109213972407
141,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NELN","OBAN",1,2,2,"TIBIO",110,1,-1558.83218881717,,1558.83218881717,,110,,0.171471540769889
142,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","AUCK","NEWP",1,2,2,"TIBIO",112,1,64.2346038752438,,64.2346038752438,,112,,0.0071942756340273
143,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","AUCK","WELL",1,2,2,"TIBIO",113,1,-218.518695490015,,218.518695490015,,113,,0.0246926125903717
144,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","AUCK","DUND",1,2,2,"TIBIO",113,1,-585.053319575774,,585.053319575774,,113,,0.0661110251120625
145,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","AUCK","INVE",1,2,2,"TIBIO",113,1,-846.335980228597,,846.335980228597,,113,,0.0956359657658314
146,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","AUCK","OBAN",1,2,2,"TIBIO",110,1,-1193.4605471513,,1193.4605471513,,110,,0.131280660186643
147,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NEWP","WELL",1,2,2,"TIBIO",113,1,31.6621358219811,,31.6621358219811,,113,,0.00357782134788387
148,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NEWP","DUND",1,2,2,"TIBIO",113,1,-343.412163024735,,343.412163024735,,113,,0.038805574421795
149,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NEWP","INVE",1,2,2,"TIBIO",113,1,-612.670721852395,,612.670721852395,,113,,0.0692317915693206
150,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","NEWP","OBAN",1,2,2,"TIBIO",110,1,-961.092392791892,,961.092392791892,,110,,0.105720163207108
151,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","WELL","DUND",1,2,2,"TIBIO",113,1,-63.4379599877201,,63.4379599877201,,113,,0.00716848947861237
152,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","WELL","INVE",1,2,2,"TIBIO",113,1,-342.204789019064,,342.204789019064,,113,,0.0386691411591542
153,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","WELL","OBAN",1,2,2,"TIBIO",110,1,-692.376008777855,,692.376008777855,,110,,0.076161360965564
154,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","DUND","INVE",1,2,2,"TIBIO",113,1,31.775824165739,,31.775824165739,,113,,0.0035906681307285
155,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","DUND","OBAN",1,2,2,"TIBIO",110,1,-321.266967684625,,321.266967684625,,110,,0.0353393664453088
156,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","INVE","OBAN",1,2,2,"TIBIO",110,1,-32.6424375520773,,32.6424375520773,,110,,0.0035906681307285
157,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","TAUP",2,2,2,"HUMERL",111,1,-49.6365388375632,,49.6365388375632,,111,,0.00550965581096952
158,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","PALM",2,2,2,"HUMERL",110,1,-536.348552381417,,536.348552381417,,110,,0.0589983407619559
159,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","HAST",2,2,2,"HUMERL",110,1,-1048.28042282722,,1048.28042282722,,110,,0.115310846510995
160,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","CHCH",2,2,2,"HUMERL",111,1,-1524.32854802935,,1524.32854802935,,111,,0.169200468831258
161,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","KAIK",2,2,2,"HUMERL",113,1,-1806.90575757924,,1806.90575757924,,113,,0.204180350606454
162,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","NELN",2,2,2,"HUMERL",112,1,-2216.43161071861,,2216.43161071861,,112,,0.248240340400484
163,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","AUCK",2,2,2,"HUMERL",112,1,-2692.42785996368,,2692.42785996368,,112,,0.301551920315932
164,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","NEWP",2,2,2,"HUMERL",112,1,-3103.97801088695,,3103.97801088695,,112,,0.347645537219338
165,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","WELL",2,2,2,"HUMERL",113,1,-3420.89339353108,,3420.89339353108,,113,,0.386560953469012
166,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","DUND",2,2,2,"HUMERL",113,1,-3802.2330417891,,3802.2330417891,,113,,0.429652333722168
167,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","INVE",2,2,2,"HUMERL",113,1,-4171.88562743329,,4171.88562743329,,113,,0.471423075899962
168,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAMN","OBAN",2,2,2,"HUMERL",110,1,-4398.15410343701,,4398.15410343701,,110,,0.483796951378071
169,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","PALM",1,2,2,"TIBIO",110,1,0,,0,,110,,0
170,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","HAST",2,2,2,"HUMERL",110,1,-539.241610512908,,539.241610512908,,110,,0.0593165771564199
171,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","CHCH",2,2,2,"HUMERL",111,1,-1044.31623620109,,1044.31623620109,,111,,0.115919102218321
172,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","KAIK",2,2,2,"HUMERL",113,1,-1357.17789566585,,1357.17789566585,,113,,0.153361102210241
173,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","NELN",2,2,2,"HUMERL",112,1,-1782.72919867792,,1782.72919867792,,112,,0.199665670251927
174,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","AUCK",2,2,2,"HUMERL",112,1,-2277.07057750927,,2277.07057750927,,112,,0.255031904681039
175,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","NEWP",2,2,2,"HUMERL",112,1,-2705.47663570152,,2705.47663570152,,112,,0.30301338319857
176,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","WELL",2,2,2,"HUMERL",113,1,-3041.32202513008,,3041.32202513008,,113,,0.343669388839699
177,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","DUND",2,2,2,"HUMERL",113,1,-3436.90862609615,,3436.90862609615,,113,,0.388370674748864
178,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","INVE",2,2,2,"HUMERL",113,1,-3819.77721983672,,3819.77721983672,,113,,0.431634825841549
179,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","TAUP","OBAN",2,2,2,"HUMERL",110,1,-4049.07107675941,,4049.07107675941,,110,,0.445397818443535
180,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","HAST",2,2,2,"HUMERL",110,1,-50.3652761419605,,50.3652761419605,,110,,0.00554018037561566
181,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","CHCH",2,2,2,"HUMERL",111,1,-584.573173025905,,584.573173025905,,111,,0.0648876222058754
182,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","KAIK",2,2,2,"HUMERL",113,1,-927.503334453541,,927.503334453541,,113,,0.10480787679325
183,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","NELN",2,2,2,"HUMERL",112,1,-1369.29555544858,,1369.29555544858,,112,,0.153361102210241
184,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","AUCK",2,2,2,"HUMERL",112,1,-1881.93656854462,,1881.93656854462,,112,,0.210776895676998
185,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","NEWP",2,2,2,"HUMERL",112,1,-2327.09071633668,,2327.09071633668,,112,,0.260634160229708
186,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","WELL",2,2,2,"HUMERL",113,1,-2681.53436458911,,2681.53436458911,,113,,0.30301338319857
187,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","DUND",2,2,2,"HUMERL",113,1,-3091.17881909695,,3091.17881909695,,113,,0.349303206557955
188,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","INVE",2,2,2,"HUMERL",113,1,-3487.04789632338,,3487.04789632338,,113,,0.394036412284541
189,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","PALM","OBAN",2,2,2,"HUMERL",110,1,-3719.65427263173,,3719.65427263173,,110,,0.409161969989491
190,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","CHCH",2,2,2,"HUMERL",111,1,-50.1895950401396,,50.1895950401396,,111,,0.00557104504945549
191,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","KAIK",2,2,2,"HUMERL",113,1,-429.442839775753,,429.442839775753,,113,,0.0485270408946601
192,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","NELN",2,2,2,"HUMERL",112,1,-891.252993591167,,891.252993591167,,112,,0.0998203352822107
193,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","AUCK",2,2,2,"HUMERL",112,1,-1426.08682925637,,1426.08682925637,,112,,0.159721724876714
194,"Baker 1980","Evolution 34: 638-653","Passer domesticus","Passer domesticus expansion after introduced to New Zealand",4,1,6,"1","2","1","HAST","NEWP",2,2,2,"HUMERL",112,1,-1891.46425053818,,1891.46425053818,,112,,0.211843996060276
